Actual Price,Predicted Price
0.208158359,0.20610727
0.205236614,0.20830277
0.205236614,0.20575804
0.205967024,0.2054282
0.203775913,0.20547278
0.200124159,0.20388244
0.19793275,0.1996593
0.201584592,0.19683112
0.19866313,0.20215096
0.193550572,0.19513954
0.194280788,0.19275762
0.197202474,0.19404411
0.194280788,0.19604118
0.193550572,0.1941929
0.195741713,0.19416775
0.19866313,0.196579
0.199393675,0.19826886
0.198146924,0.19996467
0.199630976,0.19810653
0.198889077,0.20006853
0.198889077,0.19822972
0.198146924,0.19826227
0.197404653,0.19809166
0.207052305,0.19685403
0.202599615,0.20699273
0.197404653,0.19716978
0.197404653,0.19608591
0.195920423,0.19657981
0.198146924,0.196579
0.198146924,0.19807397
0.198889077,0.19812931
0.197404653,0.1982474
0.195920423,0.19679931
0.194436371,0.1962201
0.192209736,0.19424978
0.195178404,0.18960528
0.193694234,0.19425857
0.198889077,0.19205455
0.200373247,0.1984469
0.199630976,0.20012388
0.201857343,0.19986895
0.202599615,0.2020154
0.20408383,0.19633019
0.201857343,0.20344329
0.203341872,0.2016647
0.208536595,0.20359911
0.207794577,0.20861098
0.210762963,0.20136386
0.207052305,0.20722419
0.210762963,0.20704189
0.210020781,0.2111777
0.215215594,0.2105736
0.216700062,0.21478796
0.22189489,0.21543975
0.219668299,0.22081602
0.218926266,0.21652181
0.218926266,0.21766052
0.218926266,0.21657413
0.219668299,0.21657413
0.22486338,0.21640168
0.225605488,0.22244799
0.225605488,0.22203659
0.224120945,0.22291166
0.217441931,0.22244298
0.219668299,0.21698833
0.216700062,0.2170715
0.211505234,0.21519016
0.210020781,0.21000287
0.212989375,0.210687
0.218184233,0.2118211
0.218184233,0.21743287
0.215215594,0.21618772
0.214473546,0.21422683
0.212989375,0.2148756
0.208536595,0.21244542
0.210762963,0.20805074
0.214473546,0.21072787
0.215215594,0.21475658
0.215957791,0.2143701
0.215957791,0.21499726
0.214473546,0.21470833
0.214473546,0.21516664
0.204167143,0.21429268
0.196633518,0.19756764
0.198893502,0.19256794
0.199646845,0.1954068
0.203413889,0.19708464
0.20492053,0.20402507
0.201153785,0.20311958
0.201907158,0.19679111
0.20492053,0.20172758
0.20492053,0.20350811
0.208687425,0.20363513
0.201153785,0.20881282
0.198140189,0.2018106
0.192866519,0.19778258
0.194373295,0.19226809
0.201153785,0.19398278
0.196633518,0.20097467
0.199646845,0.19681369
0.200400293,0.19986854
0.198140189,0.20006853
0.195126534,0.19802521
0.194373295,0.1940529
0.195879966,0.19404411
0.195126534,0.19643258
0.192866519,0.1942017
0.195879966,0.19243138
0.190606326,0.196579
0.192866519,0.19034807
0.191359609,0.19108714
0.189852849,0.18792504
0.186839283,0.18743356
0.186839283,0.18734814
0.188346177,0.18734814
0.185332552,0.18770108
0.185332552,0.18666814
0.185332552,0.18669805
0.183826059,0.18680196
0.184579372,0.18552235
0.184579372,0.184981
0.180812374,0.18509817
0.180812374,0.18348065
0.185332552,0.18211566
0.183826059,0.18652874
0.189852849,0.18487403
0.191359609,0.18765573
0.191359609,0.18900488
0.192113206,0.18890204
0.187592894,0.18792504
0.187592894,0.18666476
0.186085954,0.18649377
0.189852849,0.1862342
0.187592894,0.18880111
0.185537875,0.187343
0.189371407,0.18667777
0.187838092,0.18679923
0.186304852,0.18761274
0.186304852,0.18660122
0.187071592,0.18666565
