Date,Actual,Predicted
2020-05-21,183.4299927,68.357285
2020-05-22,183.5099945,68.357285
2020-05-26,181.5700073,68.357285
2020-05-27,181.8099976,68.357285
2020-05-28,181.3999939,68.357285
2020-05-29,183.25,68.357285
2020-06-01,182.8300018,68.357285
2020-06-02,184.9100037,68.357285
2020-06-03,185.3600006,68.357285
2020-06-04,182.9199982,68.357285
2020-06-05,187.1999969,68.357285
2020-06-08,188.3600006,68.357285
2020-06-09,189.8000031,68.357285
2020-06-10,196.8399963,68.357285
2020-06-12,187.7400055,68.357285
2020-06-15,188.9400024,68.357285
2020-06-16,193.5700073,68.357285
2020-06-17,194.2400055,68.357285
2020-06-18,196.3200073,68.357285
2020-06-19,195.1499939,68.357285
2020-06-22,200.5700073,68.357285
2020-06-23,201.9100037,68.357285
2020-06-24,197.8399963,68.357285
2020-06-25,200.3399963,68.357285
2020-06-26,196.3300018,68.357285
2020-06-29,198.4400024,68.357285
2020-06-30,203.5099945,68.357285
2020-07-01,204.6999969,68.357285
2020-07-02,206.2599945,68.357285
2020-07-06,210.6999969,68.357285
2020-07-07,208.25,68.357285
2020-07-08,212.8300018,68.357285
2020-07-09,214.3200073,68.357285
2020-07-10,213.6699982,68.357285
2020-07-13,207.0700073,68.357285
2020-07-14,208.3500061,68.357285
2020-07-15,208.0399933,68.357285
2020-07-16,203.9199982,68.357285
2020-07-17,202.8800049,68.357285
2020-07-20,211.6000061,68.357285
2020-07-21,208.75,68.357285
2020-07-22,211.75,68.357285
2020-07-23,202.5399933,68.357285
2020-07-24,201.3000031,68.357285
2020-07-27,203.8500061,68.357285
2020-07-28,202.0200043,68.357285
2020-07-29,204.0599976,68.357285
